GEO_ID,STATE,COUNTY,TRACT,NAME,WATER_TRACT,POPUNI,PRED0_E,PRED0_M,PRED0_PE,PRED0_PM,PRED12_E,PRED12_M,PRED12_PE,PRED12_PM,PRED3_E,PRED3_M,PRED3_PE,PRED3_PM
1400000US12086009061,12,86,9061,"Census Tract 90.61, Miami-Dade County, Florida",,3273,413,407,12.62,12.44,1635,497,49.95,15.18,1225,461,37.43,14.08
1400000US12086009062,12,86,9062,"Census Tract 90.62, Miami-Dade County, Florida",,3232,766,402,23.7,12.44,1778,471,55.01,14.57,688,423,21.29,13.09
1400000US12086009063,12,86,9063,"Census Tract 90.63, Miami-Dade County, Florida",,2864,390,397,13.62,13.86,1542,478,53.84,16.69,932,437,32.54,15.26
1400000US12086009064,12,86,9064,"Census Tract 90.64, Miami-Dade County, Florida",,2960,410,372,13.85,12.57,1674,434,56.55,14.66,876,385,29.59,13.01
1400000US12086009065,12,86,9065,"Census Tract 90.65, Miami-Dade County, Florida",,2917,459,344,15.74,11.79,2019,382,69.21,13.1,439,316,15.05,10.83
1400000US12086009066,12,86,9066,"Census Tract 90.66, Miami-Dade County, Florida",,6878,1686,829,24.51,12.05,3514,923,51.09,13.42,1678,770,24.4,11.2
1400000US12086009101,12,86,9101,"Census Tract 91.01, Miami-Dade County, Florida",,2812,811,327,28.84,11.63,1170,391,41.61,13.9,831,356,29.55,12.66
1400000US12086009102,12,86,9102,"Census Tract 91.02, Miami-Dade County, Florida",,2927,486,336,16.6,11.48,1721,400,58.8,13.67,720,360,24.6,12.3
1400000US12086009200,12,86,9200,"Census Tract 92, Miami-Dade County, Florida",,3431,765,379,22.3,11.05,1360,458,39.64,13.35,1306,423,38.06,12.33
1400000US12086009305,12,86,9305,"Census Tract 93.05, Miami-Dade County, Florida",,5119,1942,597,37.94,11.66,2350,695,45.91,13.58,827,622,16.16,12.15
1400000US12086009312,12,86,9312,"Census Tract 93.12, Miami-Dade County, Florida",,5771,1588,646,27.52,11.19,3129,730,54.22,12.65,1054,630,18.26,10.92
1400000US12086009314,12,86,9314,"Census Tract 93.14, Miami-Dade County, Florida",,3875,525,477,13.55,12.31,1820,585,46.97,15.1,1530,546,39.48,14.09
1400000US12086009315,12,86,9315,"Census Tract 93.15, Miami-Dade County, Florida",,3538,445,438,12.58,12.38,1506,551,42.57,15.57,1587,529,44.86,14.95
1400000US12086009316,12,86,9316,"Census Tract 93.16, Miami-Dade County, Florida",,2881,638,342,22.15,11.87,1467,404,50.92,14.02,776,366,26.94,12.7
1400000US12086009317,12,86,9317,"Census Tract 93.17, Miami-Dade County, Florida",,4445,1014,504,22.81,11.34,1905,598,42.86,13.45,1526,543,34.33,12.22
1400000US12086009318,12,86,9318,"Census Tract 93.18, Miami-Dade County, Florida",,1926,351,224,18.22,11.63,1121,260,58.2,13.5,454,232,23.57,12.05
1400000US12086009319,12,86,9319,"Census Tract 93.19, Miami-Dade County, Florida",,3566,1118,443,31.35,12.42,1825,514,51.18,14.41,623,457,17.47,12.82
1400000US12086009320,12,86,9320,"Census Tract 93.20, Miami-Dade County, Florida",,4266,555,512,13.01,12,1094,605,25.64,14.18,2617,542,61.35,12.71
1400000US12086009321,12,86,9321,"Census Tract 93.21, Miami-Dade County, Florida",,2567,691,274,26.92,10.67,1149,328,44.76,12.78,727,300,28.32,11.69
1400000US12086009322,12,86,9322,"Census Tract 93.22, Miami-Dade County, Florida",,3572,437,417,12.23,11.67,2044,501,57.22,14.03,1091,459,30.54,12.85
1400000US12086009323,12,86,9323,"Census Tract 93.23, Miami-Dade County, Florida",,2985,618,330,20.7,11.06,1335,397,44.72,13.3,1032,365,34.57,12.23
1400000US12086009324,12,86,9324,"Census Tract 93.24, Miami-Dade County, Florida",,4627,733,587,15.84,12.69,2807,703,60.67,15.19,1087,640,23.49,13.83
1400000US12086009325,12,86,9325,"Census Tract 93.25, Miami-Dade County, Florida",,1854,221,241,11.92,13,1133,288,61.11,15.53,500,262,26.97,14.13
1400000US12086009326,12,86,9326,"Census Tract 93.26, Miami-Dade County, Florida",,3137,483,361,15.4,11.51,1800,434,57.38,13.83,854,398,27.22,12.69
1400000US12086009327,12,86,9327,"Census Tract 93.27, Miami-Dade County, Florida",,3182,839,331,26.37,10.4,1769,402,55.59,12.63,574,374,18.04,11.75
1400000US12086009401,12,86,9401,"Census Tract 94.01, Miami-Dade County, Florida",,2373,368,301,15.51,12.68,1461,350,61.57,14.75,544,312,22.92,13.15
1400000US12086009402,12,86,9402,"Census Tract 94.02, Miami-Dade County, Florida",,3580,559,440,15.61,12.29,1513,513,42.26,14.33,1508,457,42.12,12.77
1400000US12086009503,12,86,9503,"Census Tract 95.03, Miami-Dade County, Florida",,4361,806,509,18.48,11.67,2651,589,60.79,13.51,904,528,20.73,12.11
1400000US12086009504,12,86,9504,"Census Tract 95.04, Miami-Dade County, Florida",,4438,721,525,16.25,11.83,3051,605,68.75,13.63,666,540,15.01,12.17
1400000US12086009505,12,86,9505,"Census Tract 95.05, Miami-Dade County, Florida",,1328,264,199,19.88,14.98,881,220,66.34,16.57,183,181,13.78,13.63
1400000US12086009506,12,86,9506,"Census Tract 95.06, Miami-Dade County, Florida",,3905,472,472,12.09,12.09,2663,535,68.19,13.7,770,468,19.72,11.98
1400000US12086009601,12,86,9601,"Census Tract 96.01, Miami-Dade County, Florida",,3312,841,409,25.39,12.35,1690,478,51.03,14.43,781,444,23.58,13.41
1400000US12086009602,12,86,9602,"Census Tract 96.02, Miami-Dade County, Florida",,3373,792,483,23.48,14.32,1652,552,48.98,16.37,929,497,27.54,14.73
1400000US12086009703,12,86,9703,"Census Tract 97.03, Miami-Dade County, Florida",,3727,1384,458,37.13,12.29,1763,478,47.3,12.83,580,387,15.56,10.38
1400000US12086009704,12,86,9704,"Census Tract 97.04, Miami-Dade County, Florida",,6245,2036,822,32.6,13.16,2832,864,45.35,13.84,1377,709,22.05,11.35
1400000US12086009705,12,86,9705,"Census Tract 97.05, Miami-Dade County, Florida",,4825,780,585,16.17,12.12,2987,663,61.91,13.74,1058,592,21.93,12.27
1400000US12086009706,12,86,9706,"Census Tract 97.06, Miami-Dade County, Florida",,4051,1595,545,39.37,13.45,1712,593,42.26,14.64,744,502,18.37,12.39
1400000US12086009803,12,86,9803,"Census Tract 98.03, Miami-Dade County, Florida",,7265,2470,873,34,12.02,3681,962,50.67,13.24,1114,808,15.33,11.12
1400000US12086009804,12,86,9804,"Census Tract 98.04, Miami-Dade County, Florida",,3365,803,470,23.86,13.97,1527,522,45.38,15.51,1035,451,30.76,13.4
1400000US12086009806,12,86,9806,"Census Tract 98.06, Miami-Dade County, Florida",,2999,1158,375,38.61,12.5,1147,420,38.25,14,694,374,23.14,12.47
1400000US12086009809,12,86,9809,"Census Tract 98.09, Miami-Dade County, Florida",,3024,908,400,30.03,13.23,1517,445,50.17,14.72,599,384,19.81,12.7
1400000US12086009810,12,86,9810,"Census Tract 98.10, Miami-Dade County, Florida",,3746,1160,486,30.97,12.97,1774,539,47.36,14.39,812,464,21.68,12.39
1400000US12086009811,12,86,9811,"Census Tract 98.11, Miami-Dade County, Florida",,2646,504,329,19.05,12.43,1350,415,51.02,15.68,792,399,29.93,15.08
1400000US12086009812,12,86,9812,"Census Tract 98.12, Miami-Dade County, Florida",,5209,1057,721,20.29,13.84,3256,767,62.51,14.72,896,619,17.2,11.88
1400000US12086009903,12,86,9903,"Census Tract 99.03, Miami-Dade County, Florida",,4956,584,582,11.78,11.74,3561,673,71.85,13.58,811,604,16.36,12.19
1400000US12086009904,12,86,9904,"Census Tract 99.04, Miami-Dade County, Florida",,3658,577,497,15.77,13.59,1974,553,53.96,15.12,1107,463,30.26,12.66
1400000US12086009905,12,86,9905,"Census Tract 99.05, Miami-Dade County, Florida",,5056,803,584,15.88,11.55,3427,666,67.78,13.17,826,591,16.34,11.69
1400000US12086009906,12,86,9906,"Census Tract 99.06, Miami-Dade County, Florida",,5305,1912,597,36.04,11.25,2507,680,47.26,12.82,886,601,16.7,11.33
1400000US12086009907,12,86,9907,"Census Tract 99.07, Miami-Dade County, Florida",,3587,1296,446,36.13,12.43,1666,494,46.45,13.77,625,423,17.42,11.79
1400000US12086009908,12,86,9908,"Census Tract 99.08, Miami-Dade County, Florida",,4041,512,528,12.67,13.07,2597,603,64.27,14.92,932,529,23.06,13.09
1400000US12086009909,12,86,9909,"Census Tract 99.09, Miami-Dade County, Florida",,2087,810,286,38.81,13.7,948,315,45.42,15.09,329,259,15.76,12.41
1400000US12086010010,12,86,10010,"Census Tract 100.10, Miami-Dade County, Florida",,4680,556,522,11.88,11.15,2964,612,63.33,13.08,1160,546,24.79,11.67
1400000US12086010012,12,86,10012,"Census Tract 100.12, Miami-Dade County, Florida",,5092,1360,572,26.71,11.23,2822,649,55.42,12.75,910,566,17.87,11.12
1400000US12086010013,12,86,10013,"Census Tract 100.13, Miami-Dade County, Florida",,4124,687,521,16.66,12.63,2082,608,50.48,14.74,1355,541,32.86,13.12
1400000US12086010015,12,86,10015,"Census Tract 100.15, Miami-Dade County, Florida",,4326,643,544,14.86,12.58,2585,634,59.75,14.66,1098,561,25.38,12.97
1400000US12086010016,12,86,10016,"Census Tract 100.16, Miami-Dade County, Florida",,4712,939,550,19.93,11.67,2807,646,59.57,13.71,966,579,20.5,12.29
1400000US12086010017,12,86,10017,"Census Tract 100.17, Miami-Dade County, Florida",,3939,768,472,19.5,11.98,2311,564,58.67,14.32,860,517,21.83,13.13
1400000US12086010018,12,86,10018,"Census Tract 100.18, Miami-Dade County, Florida",,3570,841,442,23.56,12.38,1709,526,47.87,14.73,1020,480,28.57,13.45
1400000US12086010019,12,86,10019,"Census Tract 100.19, Miami-Dade County, Florida",,3853,415,402,10.77,10.43,2570,474,66.7,12.3,868,428,22.53,11.11
1400000US12086010020,12,86,10020,"Census Tract 100.20, Miami-Dade County, Florida",,3709,590,448,15.91,12.08,1975,531,53.25,14.32,1144,481,30.84,12.97
1400000US12086010021,12,86,10021,"Census Tract 100.21, Miami-Dade County, Florida",,4187,995,539,23.76,12.87,2244,625,53.59,14.93,948,551,22.64,13.16
1400000US12086010022,12,86,10022,"Census Tract 100.22, Miami-Dade County, Florida",,3352,271,356,8.08,10.62,2043,420,60.95,12.53,1038,378,30.97,11.28
1400000US12086010023,12,86,10023,"Census Tract 100.23, Miami-Dade County, Florida",,2128,517,273,24.3,12.83,1061,310,49.86,14.57,550,268,25.85,12.59
1400000US12086010024,12,86,10024,"Census Tract 100.24, Miami-Dade County, Florida",,4535,1318,622,29.06,13.72,2238,719,49.35,15.85,979,635,21.59,14
1400000US12086010025,12,86,10025,"Census Tract 100.25, Miami-Dade County, Florida",,3823,567,445,14.83,11.64,2277,515,59.56,13.47,979,460,25.61,12.03
1400000US12086010026,12,86,10026,"Census Tract 100.26, Miami-Dade County, Florida",,2532,475,353,18.76,13.94,1033,415,40.8,16.39,1024,371,40.44,14.65
1400000US12086010193,12,86,10193,"Census Tract 101.93, Miami-Dade County, Florida",,4501,1672,499,37.15,11.09,2250,556,49.99,12.35,579,468,12.86,10.4
1400000US12086010198,12,86,10198,"Census Tract 101.98, Miami-Dade County, Florida",,3323,1307,393,39.33,11.83,1385,444,41.68,13.36,631,384,18.99,11.56
1400000US12086010201,12,86,10201,"Census Tract 102.01, Miami-Dade County, Florida",,4923,1834,579,37.25,11.76,2394,652,48.63,13.24,695,563,14.12,11.44
1400000US12086010205,12,86,10205,"Census Tract 102.05, Miami-Dade County, Florida",,4809,662,512,13.77,10.65,3217,620,66.9,12.89,930,583,19.34,12.12
1400000US12086010207,12,86,10207,"Census Tract 102.07, Miami-Dade County, Florida",,4421,969,525,21.92,11.88,2032,627,45.96,14.18,1420,573,32.12,12.96
1400000US12086010208,12,86,10208,"Census Tract 102.08, Miami-Dade County, Florida",,4718,575,540,12.19,11.45,2643,638,56.02,13.52,1500,576,31.79,12.21
1400000US12086010209,12,86,10209,"Census Tract 102.09, Miami-Dade County, Florida",,5466,1769,620,32.36,11.34,2614,713,47.82,13.04,1083,619,19.81,11.32
1400000US12086010211,12,86,10211,"Census Tract 102.11, Miami-Dade County, Florida",,4470,678,526,15.17,11.77,3167,619,70.85,13.85,625,554,13.98,12.39
1400000US12086010212,12,86,10212,"Census Tract 102.12, Miami-Dade County, Florida",,2576,1093,318,42.43,12.34,1062,360,41.23,13.98,421,312,16.34,12.11
1400000US12086010213,12,86,10213,"Census Tract 102.13, Miami-Dade County, Florida",,4527,413,506,9.12,11.18,3431,586,75.79,12.94,683,515,15.09,11.38
1400000US12086010214,12,86,10214,"Census Tract 102.14, Miami-Dade County, Florida",,2273,393,284,17.29,12.49,1114,335,49.01,14.74,766,304,33.7,13.37
1400000US12086010301,12,86,10301,"Census Tract 103.01, Miami-Dade County, Florida",,2855,774,364,27.11,12.75,1664,385,58.28,13.49,417,310,14.61,10.86
1400000US12086010302,12,86,10302,"Census Tract 103.02, Miami-Dade County, Florida",,3005,659,343,21.93,11.41,1600,368,53.24,12.25,746,300,24.83,9.98
1400000US12086010303,12,86,10303,"Census Tract 103.03, Miami-Dade County, Florida",,3447,1039,416,30.14,12.07,1721,446,49.93,12.94,687,368,19.93,10.68
1400000US12086010400,12,86,10400,"Census Tract 104, Miami-Dade County, Florida",,5253,1121,600,21.34,11.42,2770,674,52.73,12.83,1362,582,25.93,11.08
1400000US12086010501,12,86,10501,"Census Tract 105.01, Miami-Dade County, Florida",,6001,1349,684,22.48,11.4,3006,782,50.09,13.03,1646,679,27.43,11.31
1400000US12086010502,12,86,10502,"Census Tract 105.02, Miami-Dade County, Florida",,9465,2085,1005,22.03,10.62,6044,1127,63.86,11.91,1336,946,14.12,9.99
1400000US12086010604,12,86,10604,"Census Tract 106.04, Miami-Dade County, Florida",,5087,1744,662,34.28,13.01,2505,709,49.24,13.94,838,589,16.47,11.58
1400000US12086010608,12,86,10608,"Census Tract 106.08, Miami-Dade County, Florida",,5374,1374,631,25.57,11.74,3092,700,57.54,13.03,908,597,16.9,11.11
1400000US12086010609,12,86,10609,"Census Tract 106.09, Miami-Dade County, Florida",,5596,1370,699,24.48,12.49,3100,820,55.4,14.65,1126,739,20.12,13.21
1400000US12086010610,12,86,10610,"Census Tract 106.10, Miami-Dade County, Florida",,4906,2153,534,43.89,10.88,1712,610,34.9,12.43,1041,566,21.22,11.54
1400000US12086010613,12,86,10613,"Census Tract 106.13, Miami-Dade County, Florida",,5953,2287,782,38.42,13.14,2064,876,34.67,14.72,1602,770,26.91,12.93
1400000US12086010618,12,86,10618,"Census Tract 106.18, Miami-Dade County, Florida",,4396,1621,510,36.87,11.6,2331,562,53.03,12.78,444,471,10.1,10.71
1400000US12086010619,12,86,10619,"Census Tract 106.19, Miami-Dade County, Florida",,2670,797,320,29.85,11.99,1367,349,51.2,13.07,506,291,18.95,10.9
1400000US12086010620,12,86,10620,"Census Tract 106.20, Miami-Dade County, Florida",,3041,1719,352,56.53,11.58,999,386,32.85,12.69,323,325,10.62,10.69
1400000US12086010621,12,86,10621,"Census Tract 106.21, Miami-Dade County, Florida",,4677,1979,520,42.31,11.12,2260,590,48.32,12.61,438,500,9.36,10.69
1400000US12086010622,12,86,10622,"Census Tract 106.22, Miami-Dade County, Florida",,4093,1414,599,34.55,14.63,1702,683,41.58,16.69,977,587,23.87,14.34
1400000US12086010623,12,86,10623,"Census Tract 106.23, Miami-Dade County, Florida",,3167,729,440,23.02,13.89,1640,488,51.78,15.41,798,415,25.2,13.1
1400000US12086010624,12,86,10624,"Census Tract 106.24, Miami-Dade County, Florida",,3525,1016,436,28.82,12.37,1857,483,52.68,13.7,652,413,18.5,11.72
1400000US12086010625,12,86,10625,"Census Tract 106.25, Miami-Dade County, Florida",,4709,1788,548,37.97,11.64,2295,598,48.74,12.7,626,493,13.29,10.47
1400000US12086010626,12,86,10626,"Census Tract 106.26, Miami-Dade County, Florida",,3318,795,437,23.96,13.17,1787,495,53.86,14.92,736,422,22.18,12.72
1400000US12086010705,12,86,10705,"Census Tract 107.05, Miami-Dade County, Florida",,5386,971,620,18.03,11.51,2865,697,53.19,12.94,1550,594,28.78,11.03
1400000US12086010706,12,86,10706,"Census Tract 107.06, Miami-Dade County, Florida",,2774,617,347,22.24,12.51,1874,390,67.56,14.06,283,331,10.2,11.93
1400000US12086010707,12,86,10707,"Census Tract 107.07, Miami-Dade County, Florida",,3674,1282,485,34.89,13.2,1066,545,29.01,14.83,1326,470,36.09,12.79
1400000US12086010708,12,86,10708,"Census Tract 107.08, Miami-Dade County, Florida",,6321,2252,697,35.63,11.03,3096,800,48.98,12.66,973,702,15.39,11.11
1400000US12086010709,12,86,10709,"Census Tract 107.09, Miami-Dade County, Florida",,5290,1297,626,24.52,11.83,3124,692,59.05,13.08,869,576,16.43,10.89
1400000US12086010710,12,86,10710,"Census Tract 107.10, Miami-Dade County, Florida",,6659,2252,864,33.82,12.97,3140,994,47.15,14.93,1267,864,19.03,12.97
1400000US12086010803,12,86,10803,"Census Tract 108.03, Miami-Dade County, Florida",,3654,934,429,25.56,11.74,2019,476,55.25,13.03,701,401,19.18,10.97
1400000US12086010804,12,86,10804,"Census Tract 108.04, Miami-Dade County, Florida",,7133,1701,924,23.85,12.95,4066,1046,57,14.66,1366,892,19.15,12.51
1400000US12086010805,12,86,10805,"Census Tract 108.05, Miami-Dade County, Florida",,5148,1105,552,21.46,10.72,2078,634,40.37,12.32,1965,548,38.17,10.64
1400000US12086010806,12,86,10806,"Census Tract 108.06, Miami-Dade County, Florida",,3867,1013,505,26.2,13.06,1676,570,43.34,14.74,1178,482,30.46,12.46
1400000US12086010900,12,86,10900,"Census Tract 109, Miami-Dade County, Florida",,6675,1113,801,16.67,12,2664,928,39.91,13.9,2898,807,43.42,12.09
1400000US12086011003,12,86,11003,"Census Tract 110.03, Miami-Dade County, Florida",,4742,984,559,20.75,11.79,2238,653,47.2,13.77,1520,578,32.05,12.19
1400000US12086011008,12,86,11008,"Census Tract 110.08, Miami-Dade County, Florida",,4748,1331,576,28.03,12.13,2284,637,48.1,13.42,1133,532,23.86,11.2
1400000US12086011009,12,86,11009,"Census Tract 110.09, Miami-Dade County, Florida",,6564,1693,855,25.79,13.03,3007,951,45.81,14.49,1864,798,28.4,12.16
1400000US12086011010,12,86,11010,"Census Tract 110.10, Miami-Dade County, Florida",,5390,1287,721,23.88,13.38,2509,837,46.55,15.53,1594,732,29.57,13.58
1400000US12086011011,12,86,11011,"Census Tract 110.11, Miami-Dade County, Florida",,4623,1072,572,23.19,12.37,2360,663,51.05,14.34,1191,581,25.76,12.57
1400000US12086011012,12,86,11012,"Census Tract 110.12, Miami-Dade County, Florida",,2693,712,321,26.44,11.92,1268,373,47.09,13.85,713,330,26.48,12.25
1400000US12086011013,12,86,11013,"Census Tract 110.13, Miami-Dade County, Florida",,3200,567,383,17.72,11.97,1724,441,53.88,13.78,909,383,28.41,11.97
1400000US12086011014,12,86,11014,"Census Tract 110.14, Miami-Dade County, Florida",,4875,2355,582,48.31,11.94,1824,654,37.42,13.42,696,559,14.28,11.47
1400000US12086011015,12,86,11015,"Census Tract 110.15, Miami-Dade County, Florida",,9889,3972,1101,40.17,11.13,4581,1206,46.32,12.2,1336,1001,13.51,10.12
1400000US12086011103,12,86,11103,"Census Tract 111.03, Miami-Dade County, Florida",,3238,862,410,26.62,12.66,1914,462,59.11,14.27,462,392,14.27,12.11
1400000US12086011104,12,86,11104,"Census Tract 111.04, Miami-Dade County, Florida",,5571,868,657,15.58,11.79,2626,750,47.14,13.46,2077,656,37.28,11.78
1400000US12086011105,12,86,11105,"Census Tract 111.05, Miami-Dade County, Florida",,3635,1094,423,30.1,11.64,1872,440,51.5,12.1,669,343,18.4,9.44
1400000US12086011106,12,86,11106,"Census Tract 111.06, Miami-Dade County, Florida",,3446,830,452,24.09,13.12,2149,499,62.36,14.48,467,426,13.55,12.36
1400000US12086011203,12,86,11203,"Census Tract 112.03, Miami-Dade County, Florida",,5861,1032,702,17.61,11.98,2838,800,48.42,13.65,1991,687,33.97,11.72
1400000US12086011204,12,86,11204,"Census Tract 112.04, Miami-Dade County, Florida",,2517,959,315,38.1,12.51,1018,343,40.44,13.63,540,288,21.45,11.44
1400000US12086011205,12,86,11205,"Census Tract 112.05, Miami-Dade County, Florida",,3987,1031,495,25.86,12.42,1828,554,45.85,13.9,1128,473,28.29,11.86
1400000US12086011206,12,86,11206,"Census Tract 112.06, Miami-Dade County, Florida",,3243,779,398,24.02,12.27,1437,414,44.31,12.77,1027,319,31.67,9.84
1400000US12086011301,12,86,11301,"Census Tract 113.01, Miami-Dade County, Florida",,3658,715,483,19.55,13.2,1864,542,50.96,14.82,1079,468,29.5,12.79
1400000US12086011302,12,86,11302,"Census Tract 113.02, Miami-Dade County, Florida",,6098,898,769,14.73,12.61,2417,865,39.64,14.18,2783,738,45.64,12.1
1400000US12086011405,12,86,11405,"Census Tract 114.05, Miami-Dade County, Florida",,3228,615,408,19.05,12.64,1641,470,50.84,14.56,972,418,30.11,12.95
1400000US12086011406,12,86,11406,"Census Tract 114.06, Miami-Dade County, Florida",,4301,543,470,12.62,10.93,2673,531,62.15,12.35,1085,461,25.23,10.72
1400000US12086011407,12,86,11407,"Census Tract 114.07, Miami-Dade County, Florida",,3360,953,384,28.36,11.43,1884,435,56.07,12.95,523,375,15.57,11.16
1400000US12086011408,12,86,11408,"Census Tract 114.08, Miami-Dade County, Florida",,2345,436,287,18.59,12.24,795,334,33.9,14.24,1114,299,47.51,12.75
1400000US12086011409,12,86,11409,"Census Tract 114.09, Miami-Dade County, Florida",,5555,2073,761,37.32,13.7,2185,828,39.33,14.91,1297,692,23.35,12.46
1400000US12086011410,12,86,11410,"Census Tract 114.10, Miami-Dade County, Florida",,4583,1316,539,28.71,11.76,2707,586,59.07,12.79,560,486,12.22,10.6
1400000US12086011411,12,86,11411,"Census Tract 114.11, Miami-Dade County, Florida",,2725,1227,353,45.03,12.95,983,390,36.07,14.31,515,337,18.9,12.37
1400000US12086011412,12,86,11412,"Census Tract 114.12, Miami-Dade County, Florida",,7058,2007,941,28.44,13.33,3126,1040,44.29,14.74,1925,877,27.27,12.43
1400000US12086011500,12,86,11500,"Census Tract 115, Miami-Dade County, Florida",,7616,2709,877,35.57,11.52,3779,930,49.62,12.21,1128,742,14.81,9.74
1400000US12086011601,12,86,11601,"Census Tract 116.01, Miami-Dade County, Florida",,3967,924,449,23.29,11.32,2093,519,52.76,13.08,950,456,23.95,11.49
1400000US12086011602,12,86,11602,"Census Tract 116.02, Miami-Dade County, Florida",,3770,821,471,21.78,12.49,2165,535,57.43,14.19,784,456,20.8,12.1
1400000US12086011701,12,86,11701,"Census Tract 117.01, Miami-Dade County, Florida",,1874,445,242,23.75,12.91,1033,283,55.12,15.1,396,253,21.13,13.5
1400000US12086011702,12,86,11702,"Census Tract 117.02, Miami-Dade County, Florida",,4923,984,592,19.99,12.03,2862,691,58.14,14.04,1077,613,21.88,12.45
1400000US12086011800,12,86,11800,"Census Tract 118, Miami-Dade County, Florida",,3512,1602,389,45.62,11.08,1440,456,41,12.98,470,410,13.38,11.67
1400000US12086011900,12,86,11900,"Census Tract 119, Miami-Dade County, Florida",,5672,1301,628,22.94,11.07,2725,728,48.04,12.83,1646,643,29.02,11.34
1400000US12086012001,12,86,12001,"Census Tract 120.01, Miami-Dade County, Florida",,3105,473,402,15.23,12.95,1792,455,57.71,14.65,840,384,27.05,12.37
1400000US12086012002,12,86,12002,"Census Tract 120.02, Miami-Dade County, Florida",,5793,1631,698,28.15,12.05,2826,806,48.78,13.91,1336,694,23.06,11.98
1400000US12086012101,12,86,12101,"Census Tract 121.01, Miami-Dade County, Florida",,2819,734,341,26.04,12.1,1512,396,53.64,14.05,573,347,20.33,12.31
1400000US12086012102,12,86,12102,"Census Tract 121.02, Miami-Dade County, Florida",,4458,853,588,19.13,13.19,2671,674,59.91,15.12,934,577,20.95,12.94
1400000US12086012103,12,86,12103,"Census Tract 121.03, Miami-Dade County, Florida",,2912,838,401,28.78,13.77,1046,459,35.92,15.76,1028,389,35.3,13.36
1400000US12086012104,12,86,12104,"Census Tract 121.04, Miami-Dade County, Florida",,1466,510,188,34.79,12.82,598,222,40.79,15.14,358,198,24.42,13.51
1400000US12086012105,12,86,12105,"Census Tract 121.05, Miami-Dade County, Florida",,3315,438,417,13.21,12.58,2276,481,68.66,14.51,601,415,18.13,12.52
1400000US12086012200,12,86,12200,"Census Tract 122, Miami-Dade County, Florida",,5025,1210,515,24.08,10.25,3280,598,65.27,11.9,535,530,10.65,10.55
1400000US12086012301,12,86,12301,"Census Tract 123.01, Miami-Dade County, Florida",,2496,1216,289,48.72,11.58,889,329,35.62,13.18,391,285,15.67,11.42
1400000US12086012302,12,86,12302,"Census Tract 123.02, Miami-Dade County, Florida",,4174,927,505,22.21,12.1,1886,583,45.18,13.97,1361,509,32.61,12.19
1400000US12086012401,12,86,12401,"Census Tract 124.01, Miami-Dade County, Florida",,3948,1364,517,34.55,13.1,1469,600,37.21,15.2,1115,531,28.24,13.45
1400000US12086012402,12,86,12402,"Census Tract 124.02, Miami-Dade County, Florida",,3557,1502,417,42.23,11.72,1384,479,38.91,13.47,671,415,18.86,11.67
1400000US12086012403,12,86,12403,"Census Tract 124.03, Miami-Dade County, Florida",,1874,786,255,41.94,13.61,700,291,37.35,15.53,388,252,20.7,13.45
1400000US12086012501,12,86,12501,"Census Tract 125.01, Miami-Dade County, Florida",,1972,352,263,17.85,13.34,1000,313,50.71,15.87,620,284,31.44,14.4
1400000US12086012502,12,86,12502,"Census Tract 125.02, Miami-Dade County, Florida",,4171,1433,494,34.36,11.84,1664,583,39.89,13.98,1074,526,25.75,12.61
1400000US12086012601,12,86,12601,"Census Tract 126.01, Miami-Dade County, Florida",,3581,575,427,16.06,11.92,2295,501,64.09,13.99,711,441,19.85,12.31
1400000US12086012602,12,86,12602,"Census Tract 126.02, Miami-Dade County, Florida",,2981,640,332,21.47,11.14,1595,390,53.51,13.08,746,349,25.03,11.71
1400000US12086012701,12,86,12701,"Census Tract 127.01, Miami-Dade County, Florida",,10898,3348,1107,30.72,10.16,5905,1233,54.18,11.31,1645,1021,15.09,9.37
1400000US12086012702,12,86,12702,"Census Tract 127.02, Miami-Dade County, Florida",,4884,2148,566,43.98,11.59,1885,655,38.6,13.41,851,578,17.42,11.83
1400000US12086012801,12,86,12801,"Census Tract 128.01, Miami-Dade County, Florida",,4448,891,530,20.03,11.92,2704,624,60.79,14.03,853,563,19.18,12.66
1400000US12086012802,12,86,12802,"Census Tract 128.02, Miami-Dade County, Florida",,3581,937,401,26.17,11.2,2203,460,61.52,12.85,441,403,12.31,11.25
1400000US12086012900,12,86,12900,"Census Tract 129, Miami-Dade County, Florida",,4355,511,488,11.73,11.21,2508,579,57.59,13.3,1336,521,30.68,11.96
1400000US12086013000,12,86,13000,"Census Tract 130, Miami-Dade County, Florida",,4379,511,482,11.67,11.01,2736,577,62.48,13.18,1132,528,25.85,12.06
1400000US12086013100,12,86,13100,"Census Tract 131, Miami-Dade County, Florida",,4985,793,526,15.91,10.55,2506,622,50.27,12.48,1686,558,33.82,11.19
1400000US12086013201,12,86,13201,"Census Tract 132.01, Miami-Dade County, Florida",,2305,460,265,19.96,11.5,1319,320,57.22,13.88,526,294,22.82,12.75
1400000US12086013202,12,86,13202,"Census Tract 132.02, Miami-Dade County, Florida",,3125,628,337,20.1,10.78,1748,404,55.94,12.93,749,370,23.97,11.84
1400000US12086013301,12,86,13301,"Census Tract 133.01, Miami-Dade County, Florida",,2791,257,299,9.21,10.71,1923,357,68.9,12.79,611,325,21.89,11.64
